Log file open, 02/10/23 17:34:14
[2023.02.10-22.34.15:359][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.02.10-22.34.15:467][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.02.10-22.34.15:468][  0]LogWindows: Attached monitors:
[2023.02.10-22.34.15:468][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.02.10-22.34.15:468][  0]LogWindows:     resolution: 1920x1080, work area: (-1920, 0) -> (0, 1040), device: '\\.\DISPLAY2'
[2023.02.10-22.34.15:468][  0]LogWindows:     resolution: 1080x1920, work area: (1920, -853) -> (3000, 1027), device: '\\.\DISPLAY3'
[2023.02.10-22.34.15:468][  0]LogWindows: Found 3 attached monitors.
[2023.02.10-22.34.15:468][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.02.10-22.34.15:468][  0]LogRHI: RHI Adapter Info:
[2023.02.10-22.34.15:468][  0]LogRHI:             Name: NVIDIA GeForce RTX 3070
[2023.02.10-22.34.15:468][  0]LogRHI:   Driver Version: 527.56 (internal:31.0.15.2756, unified:527.56)
[2023.02.10-22.34.15:468][  0]LogRHI:      Driver Date: 12-5-2022
[2023.02.10-22.34.15:468][  0]LogD3D12RHI:     GPU DeviceId: 0x2484 (for the marketing name, search the web for "GPU Device Id")
[2023.02.10-22.34.15:468][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.10-22.34.15:471][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.10-22.34.15:471][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.10-22.34.15:543][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.10-22.34.15:543][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.10-22.34.15:543][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.10-22.34.15:543][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.10-22.34.15:543][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.10-22.34.15:544][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.10-22.34.15:585][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.10-22.34.15:585][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.10-22.34.15:585][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.10-22.34.15:599][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.10-22.34.15:599][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.10-22.34.15:599][  0]LogRHI: Texture pool is 4575 MB (70% of 6536 MB)
[2023.02.10-22.34.15:599][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.10-22.34.15:599][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.10-22.34.15:619][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/HorrorJamUE5Project.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/TurnkeyReport_0.log" -log="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/TurnkeyLog_0.log" -project="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/HorrorJamUE5Project.uproject"  -platform=all'
[2023.02.10-22.34.15:619][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/HorrorJamUE5Project.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/TurnkeyReport_0.log" -log="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/TurnkeyLog_0.log" -project="D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/HorrorJamUE5Project.uproject"  -platform=all" ]
[2023.02.10-22.34.15:641][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.10-22.34.15:641][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.10-22.34.15:641][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.10-22.34.15:641][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.10-22.34.15:641][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.10-22.34.15:641][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.10-22.34.15:641][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.10-22.34.15:642][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.10-22.34.15:642][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.10-22.34.15:642][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.10-22.34.15:643][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.10-22.34.15:649][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.10-22.34.15:665][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.10-22.34.15:665][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.10-22.34.15:668][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.10-22.34.15:668][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.10-22.34.15:671][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.10-22.34.15:671][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.10-22.34.15:671][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.10-22.34.15:671][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.10-22.34.15:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.10-22.34.15:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.10-22.34.15:673][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.10-22.34.15:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.10-22.34.15:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.10-22.34.15:679][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.10-22.34.15:679][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.10-22.34.15:679][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.10-22.34.15:679][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.10-22.34.15:679][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.10-22.34.15:680][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.10-22.34.15:682][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.10-22.34.15:682][  0]LogTargetPlatformManager:   ADPCM
[2023.02.10-22.34.15:682][  0]LogTargetPlatformManager:   PCM
[2023.02.10-22.34.15:684][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.10-22.34.15:684][  0]LogTargetPlatformManager:   BINKA
[2023.02.10-22.34.15:687][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.10-22.34.15:687][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.10-22.34.15:687][  0]LogTargetPlatformManager:   OGG
[2023.02.10-22.34.15:689][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.10-22.34.15:689][  0]LogTargetPlatformManager:   OPUS
[2023.02.10-22.34.15:719][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.10-22.34.15:723][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.10-22.34.15:724][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.10-22.34.15:728][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.10-22.34.15:728][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.10-22.34.15:730][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.10-22.34.15:730][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.10-22.34.15:730][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.10-22.34.15:730][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.10-22.34.15:750][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.10-22.34.15:751][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.10-22.34.15:751][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.10-22.34.15:758][  0]LogDerivedDataCache: Speed tests for C:/Users/Josh Rivera/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.02.10-22.34.15:758][  0]LogDerivedDataCache: Display: Performance to C:/Users/Josh Rivera/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=423.90MBs, RandomWriteSpeed=204.47MBs. Assigned SpeedClass 'Local'
[2023.02.10-22.34.15:759][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Josh Rivera/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.10-22.34.15:759][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.10-22.34.15:759][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.10-22.34.15:759][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.10-22.34.15:759][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.10-22.34.15:759][  0]LogShaderCompilers: Guid format shader working directory is 1 characters bigger than the processId version (D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/Shaders/WorkingDirectory/25436/).
[2023.02.10-22.34.15:759][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Josh Rivera/AppData/Local/Temp/UnrealShaderWorkingDir/2B8B2DE545317175ED8742B9EBE9CA9F/'.
[2023.02.10-22.34.15:760][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.10-22.34.15:760][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 8 workers.
[2023.02.10-22.34.16:329][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.10-22.34.16:548][  0]LogShaderCompilers: Display: Compiling shader autogen file: D:/HorrorGameJam/HorrorJamRepo/HorrorJamUE5Project/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.10-22.34.16:548][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: ---
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: ---
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.10-22.34.16:722][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.10-22.34.16:902][  0]LogSlate: Using FreeType 2.10.0
[2023.02.10-22.34.16:902][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.10-22.34.16:934][  0]LogAssetRegistry: FAssetRegistry took 0.0119 seconds to start up
[2023.02.10-22.34.16:939][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.10-22.34.17:101][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.10-22.34.17:504][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.10-22.34.17:504][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.10-22.34.17:504][  0]LogDeviceProfileManager: 	[000004BA86B83200][000004BA7F373000 52] GlobalDefaults, 
[2023.02.10-22.34.17:504][  0]LogDeviceProfileManager: 	[000004BA86B85E00][000004BA7F690000 52] Windows, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85A00][000004BA75397800 52] WindowsEditor, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84E00][000004BA7DCD2800 52] WindowsServer, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85600][000004BA86F20000 52] WindowsClient, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84A00][000004BA86F25000 52] IOS, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85200][000004BA86F27800 52] iPadAir2, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86A00][000004BA86F2C800 52] IPadPro, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86C00][000004BA86F2A000 52] iPadAir3, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86400][000004BA81E0C800 52] iPadAir4, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85000][000004BA86F50000 52] iPadAir5, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86000][000004BA86F55000 52] iPadMini4, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86E00][000004BA86F57800 52] iPadMini5, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85800][000004BA86F5A000 52] iPadMini6, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88800][000004BA86FD0000 52] iPhone6S, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88A00][000004BA86FD2800 52] iPhone7, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88C00][000004BA86FD5000 52] iPodTouch7, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87200][000004BA86FDA000 52] iPhone6SPlus, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87800][000004BA86FDC800 52] iPhone7Plus, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85400][000004BA86F22800 52] iPhoneSE, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86800][000004BA86F5C800 52] iPhone8, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B85C00][000004BA86FD7800 52] iPhone8Plus, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87C00][000004BA86FC0000 52] iPhoneX, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88400][000004BA86FC5000 52] iPhoneXS, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84C00][000004BA86FC7800 52] iPhoneXSMax, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88000][000004BA86FCA000 52] iPhoneXR, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87600][000004BA86FCC800 52] iPhone11, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87400][000004BA86F52800 52] iPhone11Pro, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84200][000004BA86F60000 52] iPhone11ProMax, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B83E00][000004BA86F65000 52] iPhoneSE2, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88200][000004BA86F67800 52] iPhone12Mini, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84000][000004BA86F6A000 52] iPhone12, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B83C00][000004BA86F6C800 52] iPhone12Pro, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B82400][000004BA86FC2800 52] iPhone12ProMax, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88E00][000004BA86FE0000 52] iPhone13Mini, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89000][000004BA86FE5000 52] iPhone13, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84600][000004BA86FE7800 52] iPhone13Pro, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86600][000004BA86FEA000 52] iPhone13ProMax, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87000][000004BA86FEC800 52] iPhoneSE3, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89800][000004BA86F62800 52] iPhone14, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87E00][000004BA86FF0000 52] iPhone14Plus, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89A00][000004BA86FF5000 52] iPhone14Pro, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89E00][000004BA86FF7800 52] iPhone14ProMax, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8A000][000004BA86FFA000 52] iPadPro105, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89200][000004BA86FFC800 52] iPadPro129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89400][000004BA86FE2800 52] iPadPro97, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B87A00][000004BA86F80000 52] iPadPro2_129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8A800][000004BA86F85000 52] iPad5, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B88600][000004BA86F87800 52] iPad6, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8AA00][000004BA86F8A000 52] iPad7, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8AE00][000004BA86F8C800 52] iPad8, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8B000][000004BA86FF2800 52] iPad9, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8A200][000004BA86F90000 52] iPad10, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8A400][000004BA86F95000 52] iPadPro11, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B86200][000004BA86F97800 52] iPadPro2_11, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8B800][000004BA86F9A000 52] iPadPro3_11, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B84400][000004BA86F9C800 52] iPadPro4_11, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8BA00][000004BA86F82800 52] iPadPro3_129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8BE00][000004BA86FA0000 52] iPadPro4_129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8C000][000004BA86FA5000 52] iPadPro5_129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8B200][000004BA86FA7800 52] iPadPro6_129, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8B400][000004BA86FAA000 52] AppleTV, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89600][000004BA86FAC800 52] AppleTV4K, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8C800][000004BA86F92800 52] AppleTV2_4K, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B89C00][000004BA87110000 52] TVOS, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8DE00][000004BA87117800 52] Mac, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8DA00][000004BA87115000 52] MacEditor, 
[2023.02.10-22.34.17:505][  0]LogDeviceProfileManager: 	[000004BA86B8C400][000004BA8711A000 52] MacClient, 
